Time,Fx
0,-0.463468559002561
8.79216360964743e-10,-0.463476458458957
1.75843272192949e-09,-0.463484425002884
2.63764908289423e-09,-0.46349239142465
1.14298126925417e-08,-0.463572046701949
2.02219763021891e-08,-0.463651691785645
2.90141399118365e-08,-0.463731326449892
1.16935776008311e-07,-0.46452677633607
2.04857412104785e-07,-0.46532120686735
2.9277904820126e-07,-0.466114600072471
1.171995409166e-06,-0.473960080595155
2.05121177013075e-06,-0.481706030295903
2.93042813109549e-06,-0.489351836617609
1.17225917407429e-05,-0.558057773088586
2.05147553503903e-05,-0.618841314202234
2.93069189600378e-05,-0.67247346264254
5.39820547627733e-05,-0.795399738803417
7.86571905655089e-05,-0.882161479206518
0.000103332326368244,-0.942379100734036
0.00012800746217098,-0.98403324758746
0.000174360174787377,-1.02935210476066
0.000220712887403774,-1.053062527546
0.000267065600020171,-1.06726634396198
0.000313418312636569,-1.0763632511506
0.000359771025252966,-1.08224715987563
0.000464285242294815,-1.090853944822
0.000568799459336665,-1.09615214339623
0.000673313676378515,-1.10068772942048
0.000777827893420364,-1.10499063630356
0.0012963992424438,-1.12200184669565
0.00181497059146724,-1.13285115729047
0.00233354194049068,-1.13950567788784
0.00285211328951412,-1.14361722202729
0.00360210498649235,-1.1468425043106
0.00435209668347058,-1.14850175810151
0.00510208838044882,-1.14934565441868
0.00585208007742705,-1.149724648399
0.00660207177440528,-1.1501529961398
0.00885294462927798,-1.1507130386966
0.0111038174841507,-1.15055381134863
0.0133546903390234,-1.15045906240311
0.0156055631938961,-1.15045309905761
0.0373299156015459,-1.14982934695251
0.0590542680091956,-1.14993093457
0.0807786204168454,-1.15024355414892
0.102502972824495,-1.1504604470411
0.162502972824495,-1.15046398014435
0.222502972824495,-1.15045385090176
0.282502972824495,-1.15046368404024
0.342502972824495,-1.1504637565031
0.402502972824495,-1.15046346755715
0.462502972824495,-1.1504637273812
0.522502972824495,-1.1504637294206
0.582502972824495,-1.15046372173785
0.642502972824495,-1.15046372831589
0.702502972824495,-1.15046372863997
0.762502972824495,-1.1504637282958
0.822502972824495,-1.15046372821948
0.882502972824496,-1.15046372882547
0.942502972824496,-1.15046372847205
1.0025029728245,-1.15046372825556
1.0625029728245,-1.15046372832989
1.1225029728245,-1.15046372867565
1.1825029728245,-1.15046372838254
1.2425029728245,-1.15046372853975
1.3025029728245,-1.15046372853797
1.3625029728245,-1.1504637286562
1.4225029728245,-1.15046372901954
1.4825029728245,-1.15046372868299
1.5425029728245,-1.1504637285227
1.6025029728245,-1.15046372875173
1.6625029728245,-1.15046372861013
1.7225029728245,-1.15046372870668
1.7825029728245,-1.15046372865107
1.8425029728245,-1.15046372813829
1.9025029728245,-1.15046372889551
1.9625029728245,-1.15046372879124
2.0225029728245,-1.1504637284436
2.0825029728245,-1.15046372839661
2.1425029728245,-1.15046372889613
2.2025029728245,-1.15046372852895
2.2625029728245,-1.15046372843874
2.3225029728245,-1.15046372880761
2.3825029728245,-1.15046372837976
2.4425029728245,-1.15046372816882
2.5025029728245,-1.15046372858344
2.5625029728245,-1.15046372853589
2.6225029728245,-1.15046372853599
2.6825029728245,-1.1504637284325
2.7425029728245,-1.15046372833605
2.8025029728245,-1.15046372843332
2.8625029728245,-1.15046372879185
2.9225029728245,-1.15046372869826
2.9825029728245,-1.15046372887399
3,-1.15046372858446
